;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;2.673.770;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.939.257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;734.513;-717.695;-343.283;-343.283;;;;;;;;;;;;;;;;;;;-397.231;-391.470;-5.761;;;;;;;;;;;;;;;;;;;;;;;;;;143.479;53.675;89.804;;;;;;;;;;;;;;-194.350;;-194.350;;;;;;;;;;;;;;73.690;73.690;;;;;;;;;;16.818;;;;;;;37.812;205.392;205.392;;;;;;;;;-167.580;-167.580;;;;;;;;;;;54.630;-65.169;-82.764;;17.595;-10.539;;;;;;;;;;;;;;-10.539;-95.004;84.465;;;;;;;;;-0,25222;;;;;-0,25057;;;;2017;14460;CYRELA REALT
valores;686.769;;;;;;;;;;;;;;;;;;;;;;;;;;;;-527.832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158.937;-100.722;-68.850;;;;;;;;;;;;;;;;;;;;-35.577;-31.497;-4.080;;;;;;;;;;;;;;;;;;;;;;;;;;10.640;;;;;;;;;;;;;;;;-6.935;-5.635;-1.300;;;;;;;;;;;;;;;;;;;;;;;;;58.215;;;;;;;-5.374;78.444;;;;;;;;;;-83.818;;;;;;;;;;;;52.841;-12.721;-15.928;;3.207;40.120;;;;;;;;;;;;;;40.120;40.120;;;;;;;;;;0,59462;0,65408;;;;0,59462;0,65408;;;2017;14664;SCHULZ
valores;1.562.321;;;;;;;;;;;;;;;;;;;;;;;;;;;;-872.273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;690.048;-490.300;-350.425;;;;;;;;;;;;;;;;;;;;-93.196;-9.338;-51.174;-32.684;;;;;;;;;;;;;;;;;;;;;;;;;19.918;;;;;;;;;;;;;;;;-66.597;-25.168;-41.429;;;;;;;;;;;;;;;;;;;;;;;;;199.748;;;;;;;79.109;107.793;107.793;;;;;;;;;-28.684;-28.684;;;;;;;;;;;278.857;-15.076;-19.090;;4.014;263.781;;;;;;;;;;;;;;263.781;263.781;;;;;;;;;;1,63720;;;;;1,60330;;;;2017;14761;CIA HERING
valores;44.634.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;-33.931.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.703.000;-9.194.000;-6.804.000;;;;;;;;;;;;;;;;;;;;-972.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.358.000;-779.000;;-579.000;;;;;;;;;;;;;-60.000;;;;;;;;;;;1.509.000;;;;;;;-730.000;;;;;;;;;;;;;;;;;;;;;;;779.000;-297.000;-171.000;;-126.000;482.000;;;383.000;383.000;;;;;;;;;;865.000;619.000;246.000;;;;;;;;;2,18810;2,40692;;;;2,18073;2,39074;;;2017;14826;P.ACUCAR-CBD
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.360.964;;;;;;;;;;;;;;;;;;;;;-128.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.489.055;;;;;;;;;;;3.360.964;;;;;;;28.940;59.879;;;;;;;;;;-30.939;;;;;;;;;;;;3.389.904;-659.481;-668.029;;8.548;2.730.423;;;;;;;;;;;;;;2.730.423;2.730.423;;;;;;;;;;9,91000;9,91000;;;;9,91000;9,91000;;;2017;15091;LITEL
valores;136.638;;;;;;;;;;;;;;;;;;;;;;;;;;;;-147.823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.185;-48.457;-16.865;;;;;;;;;;;;;;;;;;;;-29.677;-24.749;-4.928;;;;;;;;;;;;;;;;;;;;;;;;;;-1.012;0;-1.012;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-903;;;;;;;;;;;-59.642;;;;;;;-55.609;2.455;;;;;;;;;;-58.064;;;;;;;;;;;;-115.251;17.496;-3.907;;21.403;-97.755;;;;;;;;;;;;;;-97.755;-97.755;;;;;;;;;;;;;;;-61,10000;-61,10000;;;2017;1520;BARDELLA
valores;13.637.154;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.749.228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.887.926;-643.033;;;;;;;;;;;;;;;;;;;;;-593.193;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.759;;;;;;;;;;;;;;;;-146.599;;;;;;;;;;;;;;;;;;;;;;;;;;;1.244.893;;;;;;;-638.003;783.713;;;;;;;;;;-1.421.716;;;;;;;;;;;;606.890;-34.308;-150.891;;116.583;572.582;;;0;;;;;;;;;;;572.582;558.612;13.970;;;;;;;;;;;;;;;;;;2017;15253;ENERGISA
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.973;;;;;;;;;;;;;;;;;;;;;-3.332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.641;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.973;;;;;;;12.038;12.038;;;;;;;;;;;;;;;;;;;;;;4.065;;;;;4.065;;;;;;;;;;;;;;4.065;4.065;;;;;;;;;;0,19451;;;;;;;;;2017;15423;ATOMPAR
valores;215.719;;;;;;;;;;;;;;;;;;;;;;;;;;;;-185.641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.078;-42.049;-12.470;-2.846;-45;-54;-45;-5;-45;-348;-49;-459;-88;-7.355;-1.131;;;;;;;;-37.363;-630;-12.336;-5.451;-1.640;-139;-1.205;-894;-6.725;-3.861;-793;-562;-3.127;;;;;;;;;;;;;;;;13.998;4.441;969;;0;;8.588;;;;;;;;;;-17.644;;-10.037;-7.495;-112;;;;;;;;;;;;11.430;;;;;;;;;;;-11.971;;;;;;;-11.575;3.019;2.879;140;;;;;;;;-14.594;-14.594;0;;;;;;;;;;-23.546;22.190;-501;;22.691;-1.356;;;;;;;;;;;;;;-1.356;-1.356;;;;;;;;;;-0,67936;-0,33976;;;;;;;;2017;15458;BATTISTELLA
valores;20.508.070;29.548.869;;;-9.040.799;;;;;;;;;;;;;;;;;;;;;;;;-16.889.682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.618.388;-1.494.603;-374.706;;;;;;;;;;;;;;;;;;;;-717.134;;;;;;;;;;;;;;;;;;;;;-197.682;;;;;;;;;;;;;;;;;;;;;;;-112.385;;-112.385;;;;;;;;;;;;;;-92.696;;;;;;;;;;;2.123.785;;;;;;;-1.394.264;2.792.085;;;;;;;;;;-4.186.349;;;;;;;;;;;;729.521;-277.992;-135.208;;-142.784;451.529;;;;;;;;;;;;;;451.529;406.088;45.441;;;;;;;;;0,48000;;;;;;;;;2017;15539;NEOENERGIA
valores;109.753;;;;;;;;;;;;;;;;;;;;;;;;;;;;-46.284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.469;-60.852;-30.089;;;;;;;;;;;;;;;;;;;;-29.305;-20.225;-6.383;-2.514;-183;;;;;;;;;;;;;;;;;;;;;;;;687;;;;;;;;;;;;;;;;-1.440;;;;;;;;;;;;;;;;-705;;;;;;;;;;;2.617;;;;;;;-166;3.878;;;;;;;;;;-4.044;;;;;;;;;;;;2.451;-1.989;-1.989;;;462;;;;;;;;;;;;;;462;675;-213;;;;;;;;;0,04714;0,04714;;;;0,04714;0,04714;;;2017;1562;BAUMER
valores;608.823;657.713;;;;;;-48.890;;;;;;;;;;;;;;;;;;;;;-818.751;-818.751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-209.928;-654.216;-87.568;;;;;;;;;;;;;;;;;;;;-92.713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-269.072;-57.522;-211.550;;;;;;;;;;;;;;-204.863;;;;;;;;;;;-864.144;;;;;;;-107.268;29.733;;;;;;;;;;-137.001;;;;;;;;;;;;-971.412;23.100;-2.832;;25.932;-948.312;;;98.175;98.175;;;;;;;;;;-850.137;-849.856;-281;;;;;;;;;-31,60360;;;;;-31,60360;;;;2017;16101;GAFISA
valores;33.469.352;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26.565.346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.904.006;-6.167.928;-4.730.129;;;;;;;;;;;;;;;;;;;;-571.958;;;;;;;;;;;;;;;;;;;;;;;;;;;;365.445;;;;;;;;;;;;;;;;-1.253.669;;;;;;;;;;;;;;;;22.383;;;;;;;;;;;736.078;;;;;;;-2.081.578;1.545.683;;;;;;;;;;-3.627.261;;;;;;;;;;;;-1.345.500;246.646;16.630;;230.016;-1.098.854;;;0;0;;;;;;;;;;-1.098.854;-1.125.572;26.718;;;;;;;;;-1,36748;;;;;-1,36748;;;;2017;16292;BRF SA
valores;326.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;-394.492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-68.464;-367.343;-39.849;;;;;;;;;;;;;;;;;;;;-80.752;-58.389;-4.579;-17.784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-169.459;;;;;;;;;;;;;;;;-77.283;;;;;;;;;;;-435.807;;;;;;;80.192;336.288;;;;;;;;;;-256.096;;;;;;;;;;;;-355.615;4.862;-4.946;;9.808;-350.753;;;;;;;;;;;;;;-350.753;-338.891;-11.862;;;;;;;;;-19,75700;;;;;-19,75700;;;;2017;16306;ROSSI RESID
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.936;0;;;;;;;;;;;;;;;;;;;;-1.547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.330;-308;6;1.315;3.577;30.740;;;;;;;;;;;12.153;;;;;;;;;;;45.936;;;;;;;-1.014;9.239;;;;;;;;;;-10.253;-8.171;-1.963;-119;;;;;;;;;44.922;1.234;-2.782;;4.016;46.156;;;;;;;;;;;;;;46.156;46.156;;;;;;;;;;23,22380;25,54620;;;;23,22380;25,54620;;;2017;16497;ENCORPAR
valores;483.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;-409.369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.506;32.473;-33.658;;;;;;;;;;;;;;;;;;;;-36.512;-28.826;-7.686;;;;;;;;;;;;;;;;;;;;;;;;;;95.520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.123;;;;;;;;;;;106.979;;;;;;;-32.580;13.581;;;;;;;;;;-46.161;;;;;;;;;;;;74.399;40.056;40.056;;0;114.455;;;;;;;;;;;;;;114.455;81.156;33.299;;;;;;;;;;;;;;;;;;2017;16632;GPC PART
valores;16.894.102;14.581.009;;;-101.673;;;1.114.727;;;;1.084.296;;;;185.890;29.853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.894.102;-16.492.158;;;;;;;;;;;;;;;;;;;;;-3.589.329;-3.077.978;-511.351;;;;;;;;;;;;;;;;;;;;;;;;;;176.700;134.172;42.528;;;;;;;;;;;;;;-13.079.529;-614.360;-186.730;-8.619.444;-29.423;70.442;1.007.641;-2.870.474;-156.165;-338.769;-1.342.247;;;;;;;;;;;;;;;;;401.944;;;;;;;1.130.742;1.849.219;;;;;;;;;;-718.477;;;;;;;;;;;;1.532.686;-434.448;-400.984;;-33.464;1.098.238;;;;;;;;;;;;;;1.098.238;1.100.867;-2.629;;;;;;;;;3,39704;;;;;3,39704;;;;2017;16659;PORTO SEGURO
valores;16.356;21.363;;;-5.007;;;;;;;;;;;;;;;;;;;;;;;;-10.769;-10.769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.587;-8.607;-2.630;-2.630;;;;;;;;;;;;;;;;;;;-6.438;-4.911;-1.147;-300;-80;;;;;;;;;;;;;;;;;;;;;;;;465;86;;379;;;;;;;;;;;;;-4;-4;;;;;;;;;;;;;;;;;;;;;;;;;;-3.020;;;;;;;15.496;15.719;15.541;178;;;;;;;;-223;-223;;;;;;;;;;;12.476;-4.342;-3.385;;-957;8.134;;;;;;;;;;;;;;8.134;8.029;105;;;;;;;;;17,65630;;;;;17,65630;;;;2017;1694;BIC MONARK
valores;209.510;;;;;;;;;;;;;;;;;;;;;;;;;;;;-186.268;-186.268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.242;87.274;;;;;;;;;;;;;;;;;;;;;-40.887;-40.887;;;;;;;;;;;;;;;;;;;;;;;;;;;128.161;128.161;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;110.516;;;;;;;45.678;54.606;36.103;18.503;;;;;;;;-8.928;-8.928;;;;;;;;;;;156.194;-37.048;-21.553;;-15.495;119.146;;;;;;;;;;;;;;119.146;119.146;;;;;;;;;;3,34583;3,04166;;;;3,34583;3,04166;;;2017;16993;EMAE
valores;7.009.957;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.003.871;-1.745.974;;;;-360.168;;;;-423.490;;;;-1.443.369;;;;-30.870;;;;;;;;;;;;;3.006.086;-155.876;-17.347;;;;;;;;;;;;;;;;;;;;-178.617;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.390;56.892;3.498;;;;;;;;;;;;;;-18.419;-18.419;;;;;;;;;;;;;;;-1.883;;;;;;;;;;;2.850.210;;;;;;;-226.830;223.483;;;;;;;;;;-450.313;;;;;;;;;;;;2.623.380;-618.821;-419.560;;-199.261;2.004.559;;;;;;;;;;;;;;2.004.559;2.003.412;1.147;;;;;;;;;3,07098;;;;;3,07098;;;;2017;17329;ENGIE BRASIL
valores;5.946.349;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.220.988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.725.361;-310.022;-28.846;;;;;;;;;;;;;;;;;;;;-282.115;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.243;;;;;;;;;;;1.415.339;;;;;;;-1.664.858;358.987;258.890;100.097;0;;;;;;;-2.023.845;-1.896.337;-127.508;0;;;;;;;;;-249.519;-8.919;-43.241;;34.322;-258.438;;;;;;;;;;;;;;-258.438;-260.807;2.369;;;;;;;;;-0,18782;;;;;-0,18782;;;;2017;17450;RUMO S.A
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-410.234;;;;;;;;;;;;;;;;;;;;;-410.234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-410.234;;;;;;;-72.589;1.428;;;;;;;;;;-74.017;;;;;;;;;;;;-482.823;;;;;-482.823;;;;;;;;;;;;;;-482.823;-431.612;-51.211;;;;;;;;;-0,00954;0,00000;;;;-0,00954;;;;2017;17558;SELECTPART
valores;16.233.959;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.740.150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.493.809;-6.560.457;-4.575.177;;;;;;;;;;;;;;;;;;;;-1.424.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;244.559;;;;;;;;;;;;;;;;-805.196;-261.927;-543.269;;;;;;;;;;;;;;;;;;;;;;;;;1.933.352;;;;;;;-497.836;942.583;;;;;;;;;;-1.440.419;;;;;;;;;;;;1.435.516;-201.009;-168.587;;-32.422;1.234.507;;;;;;;;;;;;;;1.234.507;1.234.507;;;;;;;;;;0,51012;;;;;0,50990;;;;2017;17639;TIM PART SA
valores;43.206.832;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20.272.530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.934.302;-16.300.485;-13.136.474;;;;;;;;;;;;;;;;;;;;-2.443.105;;;;;;;;;;;;;;;;;;;;;;;;;;;;464.182;;;;;;;;;;;;;;;;-1.186.668;;;;;;;;;;;;;;;;1.580;;;;;;;;;;;6.633.817;;;;;;;-903.044;1.755.958;;;;;;;;;;-2.659.002;;;;;;;;;;;;5.730.773;-1.121.983;-580.578;;-541.405;4.608.790;;;;;;;;;;;;;;4.608.790;4.608.790;;;;;;;;;;;;;;;;;;;2017;17671;TELEF BRASIL
valores;824.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;-646.361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177.691;-146.101;-84.522;;;;;;;;;;;;;;;;;;;;-78.058;-6.657;-71.401;;;;;;;;;;;;;;;;;;;;;;;;;;17.409;;;;;;;;;;;;;;;;-930;;;;;;;;;;;;;;;;;;;;;;;;;;;31.590;;;;;;;-62.765;23.194;;;;;;;;;;-85.959;;;;;;;;;;;;-31.175;25.854;-10.803;;36.657;-5.321;;;;;;;;;;;;;;-5.321;-5.321;;;;;;;;;;-0,00805;0,00000;;;;-0,00796;0,00000;;;2017;17892;SANTOS BRP
valores;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;-474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20;-14.946;0;0;;;;;;;;;;;;;;;;;;;-28.516;-28.516;0;;;;;;;;;;;;;;;;;;;;;;;;;;13.570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;-14.966;;;;;;;-14.441;39.388;39.388;;;;;;;;;-53.829;-53.829;;;;;;;;;;;-29.407;1.608;;;;-27.799;;;;;;;;;;;;;;-27.799;-28.100;301;;;;;;;;;;;;;;;;;;2017;17914;MMX MINER
valores;5.557.748;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.105.890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.451.858;-1.757.351;-941.876;;;;;;;;;;;;;;;;;;;;-839.198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.723;-1.837;25.560;;;;;;;;;;;;;;;;;;;;;;;;;1.694.507;;;;;;;226.088;321.026;;;;;;;;;;-94.938;;;;;;;;;;;;1.920.595;-38.279;-97.000;;58.721;1.882.316;;;;;;;;;;;;;;1.882.316;1.882.316;;;;;;;;;;1,16000;;;;;1,14000;;;;2017;17973;KROTON
valores;22.357;7.008;;;15.349;;;;;;;;;;;;;;;;;;;;;;;;-509;-509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.848;-14.069;;;;;;;;;;;;;;;;;;;;;-15.168;-10.796;-3.348;-1.024;;;;;;;;;;;;;;;;;;;;;;;;;1.332;;1.332;;;;;;;;;;;;;;-233;;;;;;;;;;;;;;;;;;;;;;;;;;;7.779;;;;;;;2.673;2.673;2.673;;;;;;;;;;;;;;;;;;;;;10.452;-2.443;-2.443;;;8.009;;;;;;;;;;;;;;8.009;8.009;;;;;;;;;;121,34297;12.134,29693;;;;;;;;2017;18287;CIBRASEC
valores;1.453.347;;;;;;;;;;;;;;;;;;;;;;;;;;;;-990.762;-54.662;;;;-4.732;;;;-29.422;;;;-5.614;;;;-66.155;-476.418;-119.328;-222.008;116;-15;-11.460;-1.064;;;;;;462.585;-66.632;;;;;;;;;;;;;;;;;;;;;-62.283;-41.018;-577;-16.305;-2.196;2.681;-121;-4.747;;;;;;;;;;;;;;16.878;;;;;;;790;;;;;;;;;;;;;;;;-22.017;;;;;;;;;;;;;;;;;;;;;;;;;;;395.953;;;;;;;-77.264;91.195;;;;;;;;;;-168.459;;;;;;;;;;;;318.689;-74.808;-378.423;;303.615;243.881;;;;;;;;;;;;;;243.881;243.881;;;;;;;;;;2,58257;2,58257;;;;2,58257;2,58257;;;2017;18368;GER PARANAP
valores;2.701.193;2.701.193;;;;;;;;;;;;;;;;;;;;;;;;;;;-593.278;-593.278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.107.915;-60.594;;;;;;;;;;;;;;;;;;;;;-130.394;-8.282;-122.112;;;;;;;;;;;;;;;;;;;;;;;;;;14.822;;;;;;;;;;;;;;;;-69.828;;;;;;;;;;;;;;;;124.806;;;;;;;;;;;2.047.321;;;;;;;-66.216;123.673;;;;;;;;;;-189.889;;;;;;;;;;;;1.981.105;-595.645;-354.491;;-241.154;1.385.460;;;;;;;;;;;;;;1.385.460;1.365.512;19.948;;;;;;;;;8,28985;8,28985;;;;8,28898;8,28898;;;2017;18376;TRAN PAULIST
valores;486;499;;;-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;486;22.635;;;;;;;;;;;;;;;;;;;;;-12.249;-12.249;;;;;;;;;;;;;;;;;;;;;;;;;;;2.369;;;;;;;;;;;;;;;;-3.820;;;;;;;;;;;;;;;;36.335;26.199;10.136;;;;;;;;;23.121;;;;;;;1.547;3.751;;;;;;;;;;-2.204;;;;;;;;;;;;24.668;-1.756;-24;;-1.732;22.912;;;0;0;;;0;;;;;;;22.912;18.837;4.075;;;;;;;;;1,15250;;;;;1,15250;;;;2017;18414;IDEIASNET
valores;80.007.422;;;;;;;;;;;;;;;;;;;;;;;;;;;;-72.735.781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.271.641;-4.384.048;-2.885.311;;;;;;;;;;;;;;;;;;;;-1.576.528;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.118;59.360;-2.242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.673;;;;;;;;;;;2.887.593;;;;;;;-474.296;585.101;;;;;;;;;;-1.059.397;;;;;;;;;;;;2.413.297;-839.429;-922.458;;83.029;1.573.868;;;;;;;;;;;;;;1.573.868;1.574.306;-438;;;;;;;;;2,90560;;;;;2,88470;;;;2017;18465;ULTRAPAR
valores;26.744.905;;;;;;;;;;;;;;;;;;;;;;;;;;;;-21.747.273;-16.901.518;;;;-2.771.145;;;;-2.074.610;;;;;;;;;;;;;;;;;;;;;4.997.632;-1.663.408;-590.232;;;;;;;;;;;;;;;;;;;;-947.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-438.494;;;;;;;;;;;;;;;;312.390;;;;;;;;;;;3.334.224;;;;;;;-1.487.554;880.314;;;;;;;;;;-2.367.868;;;;;;;;;;;;1.846.670;-603.628;-540.618;;-63.010;1.243.042;;;;;;;;;;;;;;1.243.042;1.179.750;63.292;;;;;;;;;1,16000;;;;;1,16000;;;;2017;18660;CPFL ENERGIA
valores;353.778;;;;;;;;;;;;;;;;;;;;;;;;;;;;-237.936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.842;-77.280;;;;;;;;;;;;;;;;;;;;;-74.137;;;;;;;;;;;;;;;;;;;;;;;;;;;;357;;;;;;357;;;;;;;;;;-3.500;;;-3.500;;;;;;;;;;;;;;;;;;;;;;;;38.562;;;;;;;21.556;24.249;;;;;;;;;;-2.693;;;;;;;;;;;;60.118;-22.971;0;;;37.147;;;;;;;;;;;;;;37.147;36.981;166;;;;;;;;;;;;;;;;;;2017;18708;PAR AL BAHIA
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.609.791;;;;;;;;;;;;;;;;;;;;;-19.161;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.407.280;0;0;;1.407.280;;;;;;;;;;;;-103.069;-103.069;;;;;;;;;;;;;;;1.324.741;;;;;;;;;;;2.609.791;;;;;;;-99.167;65.659;;;;;;;;;;-164.826;;;;;;;;;;;;2.510.624;-182.249;;;;2.328.375;;;;;;;;;;;;;;2.328.375;2.328.375;;;;;;;;;;6,25486;6,88035;;;;6,28237;6,91061;;;2017;18724;BRADESPAR
valores;4.067.524;3.691.236;;;376.288;;;;;;;;;;;;;;;;;;;;;;;;-2.624.287;-2.251.345;;;;-372.942;;;;;;;;;;;;;;;;;;;;;;;;;1.443.237;-589.680;;;;;;;;;;;;;;;;;;;;;-587.616;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.284;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-4.348;;;;;;;;;;;853.557;;;;;;;-1.550.093;138.145;;;;;;;;;;-1.688.238;;;;;;;;;;;;-696.536;-160.946;-63.293;;-97.653;-857.482;;;-1.015;-1.015;;;;;;;;;;-858.497;-482.630;-375.867;;;;;;;;;-1,12200;-1,12200;;;;-1,12400;-1,12400;;;2017;18775;INVEPAR
